_id,title,url,tag_current,id_related,title_related,tag_related
13987,The transformative power of classical music,https://www.ted.com/talks/benjamin_zander_the_transformative_power_of_classical_music,"culture,entertainment,music,performance,creativity,conducting","45.0,45.0,45.0","An 11-year-old's magical violin,An 11-year-old's magical violin,An 11-year-old's magical violin","climate change,culture,environment,global issues,science,sustainability,technology,transportation,renewable energy,climate change,culture,environment,global issues,science,sustainability,technology,transportation,renewable energy,climate change,culture,environment,global issues,science,sustainability,technology,transportation,renewable energy"
14187,Stephen Hawking's zero g flight,https://www.ted.com/talks/peter_diamandis_stephen_hawking_s_zero_g_flight,"science,technology,business,flight,universe,space","335.0,429.0","Our next giant leap,My dream of a flying car","science,technology,invention,entrepreneur,DNA,biotech,genetics,biology,biodiversity,ecology,ocean,culture,design,architecture,cities,collaboration,death,interview,memory,urban planning,United States,natural disaster"
14303,"""Mother of Pearl,"" ""If I Had You""",https://www.ted.com/talks/nellie_mckay_mother_of_pearl_if_i_had_you,"entertainment,music,performance,love,women,humor",287.0,"""Clonie""","technology,design,industrial design,invention,business,transportation,art"
14777,Brain magic,https://www.ted.com/talks/keith_barry_brain_magic,"entertainment,illusion,brain,magic","44912.0,44912.0,44912.0","Mentalism, mind reading and the art of getting inside your head,Mentalism, mind reading and the art of getting inside your head,Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
15453,"""The Dog Song""",https://www.ted.com/talks/nellie_mckay_the_dog_song,"entertainment,music,performance,animals",287.0,"""Clonie""","technology,design,industrial design,invention,business,transportation,art"
15513,Shedding light on dark matter,https://www.ted.com/talks/patricia_burchat_shedding_light_on_dark_matter,"science,education,astronomy,time,universe,physics,energy,Big Bang,dark matter,telescopes","1936.0,1936.0","What we can learn from galaxies far, far away,What we can learn from galaxies far, far away","science,technology,engineering,biotech,disease,health care,future,aging,science,technology,engineering,biotech,disease,health care,future,aging"
15735,"DNA folding, in detail",https://www.ted.com/talks/paul_rothemund_dna_folding_in_detail,"science,technology,DNA,creativity,physics,nanotechnology",183.0,Playing with DNA that self-assembles,"culture,global issues,politics,business,corruption,economics,entrepreneur,military,poverty,policy,international development,investing"
17159,"Flow, the secret to happiness",https://www.ted.com/talks/mihaly_csikszentmihalyi_flow_the_secret_to_happiness,"culture,global issues,music,psychology,happiness,work","1094.0,1094.0","The social animal,The social animal","culture,science,entertainment,illusion,religion,culture,science,entertainment,illusion,religion"
17271,Design and the Elastic Mind,https://www.ted.com/talks/paola_antonelli_design_and_the_elastic_mind,"design,art,brain,museums,graphic design",27.0,"Organic design, inspired by nature","design,business,entrepreneur,architecture,urban planning,gaming,homelessness"
17691,The story of Ezra,https://www.ted.com/talks/newton_aduaka_the_story_of_ezra,"culture,global issues,entertainment,Africa,creativity,film,war","713.0,713.0","Photographing the hidden story,Photographing the hidden story","culture,design,invention,business,architecture,interview,creativity,culture,design,invention,business,architecture,interview,creativity"
18279,The design of the universe,https://www.ted.com/talks/george_smoot_the_design_of_the_universe,"culture,science,technology,design,astronomy,time,physics,space,dark matter,telescopes,Best of the Web",1936.0,"What we can learn from galaxies far, far away","science,technology,engineering,biotech,disease,health care,future,aging"
18665,The future of cars,https://www.ted.com/talks/larry_burns_the_future_of_cars,"sustainability,technology,design,transportation,future,energy,renewable energy",27.0,"Organic design, inspired by nature","design,business,entrepreneur,architecture,urban planning,gaming,homelessness"
18721,Demo: The Orb,https://www.ted.com/talks/nick_sears_demo_the_orb,"technology,design,invention,entertainment,demo,animation",131.0,Rethink the desktop with BumpTop,"global issues,design,engineering,industrial design,invention,renewable energy"
18925,My library of human imagination,https://www.ted.com/talks/jay_walker_my_library_of_human_imagination,"culture,technology,design,invention,business,entrepreneur,entertainment,innovation,library,books,3D printing",235.0,The search for the true face of Leonardo,"design,engineering,industrial design,invention,business,entrepreneur,flight,rocket science,space"
19257,The hunt for General Tso,https://www.ted.com/talks/jennifer_8_lee_the_hunt_for_general_tso,"culture,global issues,business,food,history,exploration,Best of the Web",2520.0,"The Chinese zodiac, explained","design,art,happiness,typography,graphic design"
19295,Play! Experiment! Discover!,https://www.ted.com/talks/kary_mullis_play_experiment_discover,"science,technology,DNA,biology,history,microbiology,curiosity",44912.0,"Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
19415,My dream of a flying car,https://www.ted.com/talks/paul_moller_my_dream_of_a_flying_car,"technology,design,engineering,invention,transportation",335.0,Our next giant leap,"science,technology,invention,entrepreneur,DNA,biotech,genetics,biology,biodiversity,ecology,ocean"
19453,Organic algorithms in architecture,https://www.ted.com/talks/greg_lynn_organic_algorithms_in_architecture,design,44912.0,"Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
19913,Hypersonic sound and other inventions,https://www.ted.com/talks/woody_norris_hypersonic_sound_and_other_inventions,"technology,design,invention,business,creativity",429.0,My dream of a flying car,"culture,design,architecture,cities,collaboration,death,interview,memory,urban planning,United States,natural disaster"
20231,Your elusive creative genius,https://www.ted.com/talks/elizabeth_gilbert_your_elusive_creative_genius,"culture,entertainment,creativity,poetry,work,writing,personality","605.0,44912.0,605.0,44912.0","A kinder, gentler philosophy of success,Mentalism, mind reading and the art of getting inside your head,A kinder, gentler philosophy of success,Mentalism, mind reading and the art of getting inside your head","culture,environment,global issues,science,Africa,animals,nature,primates,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,culture,environment,global issues,science,Africa,animals,nature,primates,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
20537,The El Sistema music revolution,https://www.ted.com/talks/jose_antonio_abreu_the_el_sistema_music_revolution,"culture,entertainment,music,education,philanthropy,poverty,conducting","45.0,663.0,45.0,663.0,45.0,663.0","An 11-year-old's magical violin,Lead like the great conductors,An 11-year-old's magical violin,Lead like the great conductors,An 11-year-old's magical violin,Lead like the great conductors","climate change,culture,environment,global issues,science,sustainability,technology,transportation,renewable energy,science,technology,disease,health,cancer,climate change,culture,environment,global issues,science,sustainability,technology,transportation,renewable energy,science,technology,disease,health,cancer,climate change,culture,environment,global issues,science,sustainability,technology,transportation,renewable energy,science,technology,disease,health,cancer"
20591,El Sistema's top youth orchestra,https://www.ted.com/talks/gustavo_dudamel_and_the_teresa_carreno_youth_orchestra_el_sistema_s_top_youth_orchestra,"culture,entertainment,music,performance,education,TED Prize,conducting,kids","45.0,663.0","An 11-year-old's magical violin,Lead like the great conductors","climate change,culture,environment,global issues,science,sustainability,technology,transportation,renewable energy,science,technology,disease,health,cancer"
20711,Join the SETI search,https://www.ted.com/talks/jill_tarter_join_the_seti_search,"science,universe,TED Prize,exploration,space,telescopes,aliens","467.0,467.0","My wish: Protect our oceans,My wish: Protect our oceans","science,sustainability,technology,industrial design,invention,business,transportation,innovation,robots,social change,science,sustainability,technology,industrial design,invention,business,transportation,innovation,robots,social change"
20811,Seas of plastic,https://www.ted.com/talks/charles_moore_seas_of_plastic,"environment,science,business,plastic,ocean",467.0,My wish: Protect our oceans,"science,sustainability,technology,industrial design,invention,business,transportation,innovation,robots,social change"
20879,A dive into the reef's Twilight Zone,https://www.ted.com/talks/richard_pyle_a_dive_into_the_reef_s_twilight_zone,"science,technology,fish,biodiversity,exploration,fear,marine biology,ocean",467.0,My wish: Protect our oceans,"science,sustainability,technology,industrial design,invention,business,transportation,innovation,robots,social change"
21183,Learning from dirty jobs,https://www.ted.com/talks/mike_rowe_learning_from_dirty_jobs,"economics,entertainment,work,Best of the Web","44912.0,44912.0","Mentalism, mind reading and the art of getting inside your head,Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
21227,Piano jazz that rocks,https://www.ted.com/talks/eric_lewis_piano_jazz_that_rocks,"invention,entertainment,music,performance,innovation",287.0,"""Clonie""","technology,design,industrial design,invention,business,transportation,art"
21239,3 ways good design makes you happy,https://www.ted.com/talks/don_norman_3_ways_good_design_makes_you_happy,"design,creativity,happiness",9463.0,The gift and power of emotional courage,"technology,entertainment,music,humor"
21305,Meet the SixthSense interaction,https://www.ted.com/talks/pattie_maes_pranav_mistry_meet_the_sixthsense_interaction,"technology,design,demo,UX design","131.0,131.0,131.0","Rethink the desktop with BumpTop,Rethink the desktop with BumpTop,Rethink the desktop with BumpTop","global issues,design,engineering,industrial design,invention,renewable energy,global issues,design,engineering,industrial design,invention,renewable energy,global issues,design,engineering,industrial design,invention,renewable energy"
21925,High-altitude wind energy from kites!,https://www.ted.com/talks/saul_griffith_high_altitude_wind_energy_from_kites,"environment,engineering,future,energy,wind energy,renewable energy",379.0,Nature vs. humans,"technology,computers,entertainment,media,music,performance,software,UX design"
22095,The difference between winning and succeeding,https://www.ted.com/talks/john_wooden_the_difference_between_winning_and_succeeding,"culture,education,poetry,leadership,sports,work","44912.0,44912.0","Mentalism, mind reading and the art of getting inside your head,Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
22351,"The Airstream, restyled",https://www.ted.com/talks/christopher_c_deam_the_airstream_restyled,"design,engineering,transportation,creativity,exploration",1452.0,"Cheap, effective shelter for disaster relief","culture,business,economics,cities,race,drugs"
22625,A theory of everything,https://www.ted.com/talks/emily_levine_a_theory_of_everything,"science,technology,entertainment,cognitive science,philosophy,comedy,humor",1094.0,The social animal,"culture,science,entertainment,illusion,religion"
22753,A new ecosystem for electric cars,https://www.ted.com/talks/shai_agassi_a_new_ecosystem_for_electric_cars,"global issues,sustainability,technology,business,transportation,energy,infrastructure,renewable energy",1174.0,A future beyond traffic gridlock,"culture,global issues,music,collaboration,social change,art,storytelling,activism,film"
24110,Are we in control of our own decisions?,https://www.ted.com/talks/dan_ariely_are_we_in_control_of_our_own_decisions,"culture,global issues,science,economics,psychology,decision-making,self,society,personality,Best of the Web","44912.0,44912.0","Mentalism, mind reading and the art of getting inside your head,Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
24534,The world's English mania,https://www.ted.com/talks/jay_walker_the_world_s_english_mania,"global issues,business,United States,language,china",23938.0,A brief history of plural word...s,"entertainment,music,performance,art"
24762,"Playing ""Pink Noise"" on guitar",https://www.ted.com/talks/kaki_king_playing_pink_noise_on_guitar,"music,performance,innovation","287.0,287.0","""Clonie"",""Clonie""","technology,design,industrial design,invention,business,transportation,art,technology,design,industrial design,invention,business,transportation,art"
26344,A next-gen cure for killer infections,https://www.ted.com/talks/kary_mullis_a_next_gen_cure_for_killer_infections,"science,technology,disease,health,health care,biology,medicine,chemistry","509.0,509.0","How bacteria ""talk"",How bacteria ""talk""","culture,global issues,science,disease,food,health,health care,culture,global issues,science,disease,food,health,health care"
26754,"A kinder, gentler philosophy of success",https://www.ted.com/talks/alain_de_botton_a_kinder_gentler_philosophy_of_success,"culture,philosophy,success,work,work-life balance","44912.0,44912.0,44912.0","Mentalism, mind reading and the art of getting inside your head,Mentalism, mind reading and the art of getting inside your head,Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
27200,The puzzle of motivation,https://www.ted.com/talks/dan_pink_the_puzzle_of_motivation,"science,business,social change,creativity,work,motivation,brain",605.0,"A kinder, gentler philosophy of success","culture,environment,global issues,science,Africa,animals,nature,primates"
27660,A leap from the edge of space,https://www.ted.com/talks/steve_truglia_a_leap_from_the_edge_of_space,"technology,entertainment,film,sports,space",429.0,My dream of a flying car,"culture,design,architecture,cities,collaboration,death,interview,memory,urban planning,United States,natural disaster"
29076,New York -- before the City,https://www.ted.com/talks/eric_sanderson_new_york_before_the_city,"environment,sustainability,technology,cities,nature,history,visualizations",235.0,The search for the true face of Leonardo,"design,engineering,industrial design,invention,business,entrepreneur,flight,rocket science,space"
29410,Animating a photo-real digital face,https://www.ted.com/talks/paul_debevec_animating_a_photo_real_digital_face,"technology,design,computers,art,film,visualizations,TEDx,animation",235.0,The search for the true face of Leonardo,"design,engineering,industrial design,invention,business,entrepreneur,flight,rocket science,space"
30806,Science-inspired design,https://www.ted.com/talks/mathieu_lehanneur_science_inspired_design,"science,sustainability,technology,design,innovation,disease,nature,biomimicry,product design",27.0,"Organic design, inspired by nature","design,business,entrepreneur,architecture,urban planning,gaming,homelessness"
30842,Learning from leadership's missing manual,https://www.ted.com/talks/fields_wicker_miurin_learning_from_leadership_s_missing_manual,"environment,global issues,politics,leadership,women in business","663.0,663.0","Lead like the great conductors,Lead like the great conductors","science,technology,disease,health,cancer,science,technology,disease,health,cancer"
31048,Turning dunes into architecture,https://www.ted.com/talks/magnus_larsson_turning_dunes_into_architecture,"sustainability,design,architecture,Africa,biology,water,bacteria","27.0,27.0,27.0","Organic design, inspired by nature,Organic design, inspired by nature,Organic design, inspired by nature","design,business,entrepreneur,architecture,urban planning,gaming,homelessness,design,business,entrepreneur,architecture,urban planning,gaming,homelessness,design,business,entrepreneur,architecture,urban planning,gaming,homelessness"
31102,Global ethic vs. national interest,https://www.ted.com/talks/gordon_brown_global_ethic_vs_national_interest,"environment,global issues,politics,interview,war,Europe,government",2480.0,The inside story of the Paris climate agreement,"culture,design,architecture,collaboration,library"
31358,A one-man world summit,https://www.ted.com/talks/rory_bremner_a_one_man_world_summit,"global issues,politics,performance,comedy,humor,government",1580.0,Smart failure for a fast-changing world,"design,creativity,art,illusion,Brazil,animation"
32020,My solar-powered adventure,https://www.ted.com/talks/bertrand_piccard_my_solar_powered_adventure,"sustainability,technology,engineering,flight,solar energy","379.0,379.0","Nature vs. humans,Nature vs. humans","technology,computers,entertainment,media,music,performance,software,UX design,technology,computers,entertainment,media,music,performance,software,UX design"
32372,"How we rescued the ""dancing bears""",https://www.ted.com/talks/kartick_satyanarayan_how_we_rescued_the_dancing_bears,"environment,social change,animals,activism,biodiversity,india",1828.0,Why our IQ levels are higher than our grandparents',"culture,technology,invention,business,media,software,collaboration"
32712,10 young Indian artists to watch,https://www.ted.com/talks/ravin_agrawal_10_young_indian_artists_to_watch,"design,art,future,Asia,india",713.0,Photographing the hidden story,"culture,design,invention,business,architecture,interview,creativity"
34352,Before Avatar ... a curious boy,https://www.ted.com/talks/james_cameron_before_avatar_a_curious_boy,"technology,entertainment,nature,storytelling,film,writing,science fiction,ocean",467.0,My wish: Protect our oceans,"science,sustainability,technology,industrial design,invention,business,transportation,innovation,robots,social change"
34582,Take Turns,https://www.ted.com/talks/gary_lauder_take_turns,"culture,design,transportation,cities",1174.0,A future beyond traffic gridlock,"culture,global issues,music,collaboration,social change,art,storytelling,activism,film"
34904,Gaming can make a better world,https://www.ted.com/talks/jane_mcgonigal_gaming_can_make_a_better_world,"global issues,design,computers,entertainment,gaming",1278.0,How games make kids smarter,"culture,entertainment,performance,love,philosophy,poetry"
35694,What adults can learn from kids,https://www.ted.com/talks/adora_svitak_what_adults_can_learn_from_kids,"education,creativity,kids","45.0,45.0,45.0","An 11-year-old's magical violin,An 11-year-old's magical violin,An 11-year-old's magical violin","climate change,culture,environment,global issues,science,sustainability,technology,transportation,renewable energy,climate change,culture,environment,global issues,science,sustainability,technology,transportation,renewable energy,climate change,culture,environment,global issues,science,sustainability,technology,transportation,renewable energy"
35914,My seven species of robot -- and how we created them,https://www.ted.com/talks/dennis_hong_my_seven_species_of_robot_and_how_we_created_them,"science,technology,engineering,robots,AI,TEDx",8780.0,What's it like to be a robot?,"culture,design,entertainment,art,happiness,kids"
36262,Hooked by an octopus,https://www.ted.com/talks/mike_degruy_hooked_by_an_octopus,"climate change,environment,global issues,science,entertainment,animals,nature,evolution,biology,fish,activism,film,pollution,biodiversity,exploration,ecology,ocean",467.0,My wish: Protect our oceans,"science,sustainability,technology,industrial design,invention,business,transportation,innovation,robots,social change"
36354,A choir as big as the Internet,https://www.ted.com/talks/eric_whitacre_a_choir_as_big_as_the_internet,"music,performance,Internet","805.0,1500.0","Music is medicine, music is sanity,A young guitarist meets his hero","culture,science,cognitive science,evolution,gender,love,psychology,relationships,culture,business,economics,transportation,parenting,statistics"
36364,Glowing life in an underwater world,https://www.ted.com/talks/edith_widder_glowing_life_in_an_underwater_world,"science,technology,design,animals,fish,exploration,Mission Blue,ocean",467.0,My wish: Protect our oceans,"science,sustainability,technology,industrial design,invention,business,transportation,innovation,robots,social change"
36664,The early birdwatchers,https://www.ted.com/talks/tim_birkhead_the_early_birdwatchers,"evolution,biology,birds",509.0,"How bacteria ""talk""","culture,global issues,science,disease,food,health,health care"
